reviews,ratings
"This game is super fun to play with, the guns are super awesome!, and it's very easy to play, but the reason I rate it only 4 is because it takes a lot of space storage.",4
"I love playing this game but I don't like updating the game especially when it's 1 gb. It'll reach 100 percent then stays there and starts back to 0 out of nowhere😔 so I'll have to restart on download other then that, it's worth the play!",4
"This Game is so much Trash Every Season You need to download same maps again & again, After 2More Years this trashcan will be more than 64GB do you want people to buy a separate phone for this game ??",1
"I don't get why it's so expensive to get a lucky draw gun... Especially when on the console cods it's way cheaper to get anything...this game used to b great but honestly I'd rather play Fortnite or PUBG cuz it's way cheaper to get stuff u want. And on top of that zombies has way too many bugs now, cuz u guys just add more content but never fix any problems with the game. I heard this game was a test run for your next mobile game but, honestly no one will play it if u do the same thing.",1
I love this very much I played since the first ever season but I lost account becuase of my phone is destroyed but overall I love this game just issue about lag and being kick out of the game I think u making the tournement event was a very thoughtful idea I thank you very much for your effort it is now even better for free2play player but keep up the work,5
"Call of duty mobile weapons aiming capability is bad and damaging enemy body parts capability is high so I not kill assault Rifles, or smg or sniper. Sniper aiming very bad and damaging bad but sound quality is best for enemy inform for knowing weare is place firing foot steps are very loudly not options for slowing steps. When I fire to correct aim but not heat enemy body I more firing but not kill.So that I say to cod developers please real aminng feel make it an more attachment option.t",1
"Now, I'm a massive fan of the game, can't really fault it. What I can fault, is the number of and size of the updates! You guys are on a joke ting. Fix up. Even over fibre its long and wayyy too regular. Why does your app deserve that much real estate on my phone? I'm done.",2
"The game is becoming more and more larger and it seems only high end devices can play smoothly with no lag or frame drops, the game should be optimized for more low end devices",2
Amazing game! Love playing against people from all over the world! Learning new tactics and loadouts to win and better xp in every map and mode.,5
"This game is better thanBGMI ,free fire ,Apex legend ,Battle field and ping new state. op game And this game is better graphic than pubg new state and Battle field. This game is a next level of new update.",5
"If you wanna drop 80 on a gun, cause they got one ur effed. And wanna pray it don't get laggy a/f when interacting with opponents go for it....I have gaming tablet it's not me it's this game",2
"Aside from some lagging issues and voice chat issues; this game is awesome.... And Ive noticed that androids are joined into the game last, causing some frustration when picking a class in br; otherwise-awesome game",4
I just like to play the game. There is way to many places to navigate to. My biggest issue is I have been banned with no explanation. I have tried to contact the creators and there is no distinct way to do that so I just made a new account. I want my old account back.,3
You guys really need to work on this game it lags aot after an update and all the downloaded maps starts all over again. I would be grateful if if you could work on that too,4
I love how easy it is for people to hack this game then you completely loose control of your guns and everything. And I like how the creators allow it. This game glitches so bad oh you just spawned in but the game didn't load fast enough haha well now your dead fix the damn game.,1
"Not user friendly. It's allowing loging, always showing ""Network Error""(4A28) funny thing is I'm having 100mbps broadband speed internet service 😁. I came to know that why this game got failed in race for game like Pubg. Worst experience. Uninstalling now.",1
Pretty awesome in spite of the cheaters. If you have a mid range device it will run and plays like console or PC. Now if they could fix the rampant cheating.,4
"The world stupid game I've ever played. They even can't optimize the server in 3 years and they are thinking that's it will be a no 1 game lol. That's why I'm leaving coz of their stupidity, glitches and bugs 🤬",1
Its a really really awesome game.dont know how to say it but i figured out a problem that there is a auto download the resource pack when we connect the wifi it took a bunch of my internal storage.so please make a option to stop auto downloading,5
"I been playing this game since 2019 and is still my favorite game on the play store, there's constant updates and they keep the game fresh by adding new content and by taking feedback from the community and the best part is that is not pay to win like most games out there. I highly recommend you give it a go!",5
"I have not had access to any of the lethal or nonlethal equipment for some time. It puts me at a huge disadvantage. I have reported this on multiple occasions without anyone caring apparently...update, still ongoing problem",1
Can't get off from this. Graphics and Animations are superb. Gameplay is something I am hooked up to and can't miss out to play each day. If only the BR had more participants like a 100 and MP had 10 vs 10 mode !!!,4
This game is very good game but i gave it 4 stars because it take a lot of storage to install. I think its the best mobile game right now and i am also excited for call of duty 2 warzone mobile. Best of luck activision for making the call of duty 2 warzone mobile.,4
"Four women fight their way through Apocalypse, but nothing can prepare them for the sinister secrets they’re about to uncover in Call of Duty: Mobile Season 5: Tropical Vision! Set your sights on Rampage, the new Season 5 Battle Pass operator who will stop at nothing to get revenge! Grab the new Oden - Megalodon and toss an echo grenade to get the jump on enemies behind cover! Will hidden enemy tech disrupt her visions of revenge? Start the trek!",5
"Game keeps on hanging once during all every BR matches. Need to restart and rejoin in the middle of the game which makes us lose the battle almost every time. Using a powerful device, tab s6 devs need to find a solution...",5
I love cod mobile and I would have given 5 stars but for one thing .. I do think you overprice some of the characters items crates it's near impossible to get a legendary weapon .. I spent over £60 on a crate drop but still didn't get the weapon !! Really annoying,4
"In Sniper mode, all player should use the same scope, I seen other player with better scope which give them faster scope in for the kill. Sniper Mode 2 star...",2
I give it 4 stars cuz there's some laggingn issues.needs more guns and blueprints for the non pay-to-play players. Need too be able to changes loadouts after getting killed without having to go into the settings and doing it in the middle of a game .could be more ways to earn the CP Credit or whatever its called but other than little tweaks here and there this is an amazing game. I recommend it to anyone that's a big Call of Duty fan,4
I love the game bin playing for years and the new update ruined it it won't even get past log in it shows its connecting to Facebook then freezes please fix,1
"Every time I get on this game, I have to install something. It takes too much data. So then I delete other apps and photos.",1
So far been an exciting game. Realistic gameplay similar to each call of duty predecessor. Very much happy I downloaded the game.,5
I think its a pretty fun game in the beggining its easy but after like 25 to 30 levels it starts to get difficult but the graphics are still really good so its a really fun game in my opinion,4
"This game may have good controls for a first-person shooter on a smartphone, but everything else about Call of Duty: Mobile is AWFUL. Painfully dull limited-time events with insipid objectives that flat out do not work, overly aggressive microtransactions, UNBELIEVABLY broken matchmaking and weapon balancing, all of these issues and more show just how far this game will GENUINELY go to screw you over in almost every single way imaginable. DO NOT waste your time with this frustrating trash.",1
"The basics of the game are great. If your gonna spend a lil money on draws to get cool stuff prepare for disappointment. I've spent so much and gotten very little in regards to getting desirable items low spend ""draw boxes"", but!!! unless you like parachute, grenade, cycle, boat & grappling claw skins then get ready to cream yourself. If your blessed with stupid cash, then run it. You shouldn't have any trouble getting high desirable items. Low spend= b.s. not cool. High spend= ohyah way cool.",3
Nice game and the graphics are too good I never thought this type of graphics on mobile. I never bored of this game it is different than pubg I have play many cod games and I love it very much and in battel royale. The controls are very easy to understand and I request codm to add some loadout to the game like 15 loadouts......,5
"Ever since the latest update my game wouldn't load and I would have to get put and back into the app to get in and play, now I can't even enter and actually play the game anymore I don't understand why!?",1
"This Royal battle game is awesome, graphics quality is nice when compared to other battle games, actually this is pc game but in this version launch from mobile, in this game challenge to mobile processor like my poco x3 8gb ram. I give five star, star's is not important but game is minimum to below 1 gb data other mobile gaming lovers are not interested cod, because download mb is too much 2.2 gb. Thanks for giving 👍🏻👍🏻👍🏻",5
I've loaded this game several times and I'm still unable to play it because it keeps crashing and I can get it to even go to the profile that I've been using for 2 years with all my characters and and weapons and now I can no longer access it so I'm trying to get this one more time if it doesn't work out well then yeah or no,5
This game is a very good game and very good graphics graphics outside the barrier a good game play and everything and and awesome levels and Tess's you have to get through to get higher up in it and it's just a great game out there for games for computers,5
This game is the best I game I played its so fun specially when your mad when you kill players you feel satisfied 😌 you can invite friends play in one team or against each other it gives you score and level and in the end who is the best player some times it's me,5
Need improvement in classic mode update showing 1.5gb but it takes more than 2gb for update after 100% additional 500mb ?? Due to this problem downloaded 3 times just wasting time for their wrong information felling angry,1
Bring back the option to not play against controller players if you play or phones normally. There is no reason they shouldn't have separate lobbies for this as controller is a clear advantage over literal fingers.,2
This game ranked mode is dead as soon you get to Masters 1 you can't find a match how am I supose to get higher rank if I can't find a match? This is so annoying I usually have to wait like 2h to find a match and even of I do so most of the time there is one player missing and the match is canceled,2
"Usually a solid game, but now it's only playable using data which is worse than it sounds. Tried connecting to different WiFis and reinstalling everything but it still results in rubber banding and disconnecting from the match. As someone with experience in coding and having a degree in cyber security, I'm curious as to why so many call of duty games have been rendered unplayable recently",2
"To end all complaints on Classes in BR being nerfed; COD Mobile should ADD a Battle Royale where there are NO CLASSES, NO PICKUPS OF ANYTHING ON THE GROUND & NO DROPS. You start with your 2 custom weapons (max ammo) and max Backpack full of YOUR goodies.Then, we'll REALLY see who's ALL SKILLS. Better shots, loadouts, and movements WIN. Looting of others you've killed boxes will be the only way to reload on ammos and such. If you are reckless and blast all your ammo away, with NO kills, you Melee",4
"I upgraded my 3 star review to 4, because the game doesn't refer to magazines as clips anymore. I held off on the 5th star because too many costumes are, well, nothing I'd ever wear in the field if I wanted to survive. Secondly, picking up gear in the field makes no sense: you should go into the field with full gear. Lastly, it would be great if there were full environment specific battles (winter warfare, jungle), and longer times in large battle zones, and randomly generated maps.",4
"I actually was enjoying the game for a while. But then all of a sudden I was getting killed repeatedly with impossible ease. Now I find that people are hacking this game too. I got rid of Warzone on my pc for exactly the same reason. Unless you want to play strictly with bots (which is ridiculously boring), don't even bother with it. The game itself wasn't so bad but the talentless feebs that need to hack to get ahead, absolutely ruined the experience. Uninstalled. Not looking back.",1
I was playing these from last 2 years But from last month it is so frustrating My network is good but it says Check your internet connection only got login when use wifi not able to login on cellular network Why 😭 it makes me to delete these game 3 times,1
Truly unfair ranked match making. Worst gaming experience. Graphic is good but match making is horrible. Specially in ranked multiplayer.,1
"🎇🎇Add Lobby Background Music In Game With On/Off Button. Great Job. Gaming Experience Is Very Batter. Background Music Is Very Sad And Very Nice Music For Survival. Call Of Duty Game Experience Is Like Pubg Lite And Free Fire Same Experience. Jungle Forest Is Very Beautiful. But This Game Is Smoothly Not Run In 4Gb,3Gb Ram Phone Or Low End Device. ""Thanks""🎆🎆",5
I open the game after a long time when I launch it says I am level 14 I was level 100 . And all my stats and guns that i have unlocked has been reset,1
It's very interesting game high quality graphics and natural effect but one tra back there are soo many options are there some confusion to handle for more than one month for new gamers🙂,4
"Love the game it is just even though i downloaded the whole thing all the updates everything all i can see is special ops 1 and green outrider, please fix this bug before next update.",4
"There is a problem with the update it had. I wanted to inform you earlier but i didn't get time. The new rarity formula, in which all the guns are equal (except mythic) and the perks are different, is not that much fun to play. I loved the old idea of rare guns, epic guns etc. So i kindly request to bring back the old formula. It was more fun. Otherwise it is awesome",3
Walking lock always turns on when I don't want it to now with this new update. It will lock and not let me unlock it and it messes up my ability to play the game.,3
"Digital purchases. Imagine grinding to rank up and getting a crate only to get digital garbage. Unless you pay over $130 dollars to get this really cool weapon and skin. Yeah, doesn't reward for grinding so, thanks Activision",1
"Call of duty is an excellent game, probably one of the best FPS for mobile out there, The battle pass is very affordable (less than $5) and incredible skins from lucky draws !! I certainly don't have alot of issues with the game aside from a few lag issues, minor bugs here & there. I definitely Recommend for new players (people)....... 4/5 🌟🌟🌟🌟",4
"Hey, i absolutely love this game.But, the only thing i want here is the Chopper Gunner being added into the Credit Store. I dont know how to get the chopper gunner except when using the Care Package, and i really want the chopper gunner because wjth a care package it would be harder for me to get a Chopper Gunner. OR Add it into ghe Credit Store. Overall greatest game ever, thanks for making this game, Activision.",5
The game is great and wonderful to play to relax or to pass some free time but my issues are 1) the game sticks and lags a lot when a lot of players are in the game at once like 10 Vs 10 matches and battle royal 2) the constant updates and downloading is making me think twice about keeping the game on my phone because of the amount of space it is taking. Please try to fix this problem.,3
"Overall great game,and If possible I would play it daily ,but for some odd reason lately the loading screen comes up and boots me back to my phone's home screen after it loads up to 99 percent...what could be causing this issue",5
"Played this game for awhile, won alot of BR games. Got a new phone and can't use my main account because it was a guest account I guess. So no more mobile for me I guess.",1
Too many bot and way too many with cheat programs running. They need to up their security and get rid of the bots. Still allowing people with cheaterprovrams to control the game maybe microsoft should give ownership back to blizzard activision no teal customer support takes days for a response never fix the the sound glitch that thousands have reported cuts out in ranked matches causing losses an lost points.,1
Wonderful game love to playing always but after new update now game lagging so much in my Redmi note 10 i can't play game properly so mush lag can't play many times can't move charector freezing on place because of to much lag and frame drops and also sometimes signal drop problem and some bugs,3
This used to be my favourite mobile game before these massive updates started rolling in. Now it's filled with bugs and a whole lot of lag. I remember being able to play at a high frame rate and now all of a sudden I'm locked to medium only. If you don't want to release a lite version at least work on making the game playable even to 3GB RAM users. Y'all can really do better than this. Sometimes visit the CODM Facebook group and see how much people complain about what I've mentioned here.,3
"I loved this game at the beggining. Butt at this point it's not fun at all. If I could give it 0 stars I would. You have to download everything all over again whith every update, the game is full of hackers and to top it all off, it's really buggy and laggy. I regret spending so much money on this game. Would not reccomend this game to anyone.",1
Can be hard can be normal. All depends on how good of a player you are. The game is the best shotting game 🎮 plus you can link up a controller to Bluetooth and play that way or you can just play on your phone with your fingers I love the BR matches open range board and it shrinks down to the best players and it gets ruthless,5
It's a very nice game. The graphics are amazing so far it is one of the best games that I have ever played in my whole life so I gave it 5 stars. According to me it is a very nice game and the controls are very good. So I suggest you to download this amazing game. When you try it out it will be so much fun. Also when i play it has so cool fps than i thought in the first it's like so cool game. This game has cool things and guns to abuse. Thank you for creating game like this i appreciate it👍,5
I love the game but it should be more realistic like warzone with respect to things like - bullet drop - they should remove quick scoping in snipers to make the game more realistic -they should remove shoulder lighting of enemies in both br and mp matches......,5
Call of duty is the best gane on google play period hands down. They always have new maps new weapons its always uodated hands down better than anything on these cellphone games.,5
The it seems the more the update the game has started glitching and at some point it stops by its sef and goes to homepage mode it sucks,2
"Well it's a lot of to do... You can't choose the maps it's always random, then long term for loading updates amd a lot of more problems",2
"First time playing it giving it a four stars for now may upgrade later so far it seems interesting but two new to let you know, it is now March 2022 have enjoyed this game for a number of time now, but with the new season 3 game is getting very interesting so far a year and a half into it still enjoying it",4
"Kilo Bolt Action - Constable (Aiming Down Sites w/ No Scope) is STILL broken in BR, rear scope is out of position, making it near impossible to make a shot. The Luck Wheel is also STILL broken. Watching intell STILL doesent give lucky coupons. Most memorable map of any BR. Nostalgic Map Collection in Mulit-Player. Classic COD feel. Expected roster of weapons. Takes a back seat to PUB when it comes to BR but Best MP",4
"I still waiting more graphic customization and more sniper rifles but with a good design like m82 or idk, less meta abusing, there are more load time in the new season.",4
"Did this a year ago I was 11 years old and its truly good but some bugs may be witnessed. I played this first in when it came out probably on March, but I do remember that my first profile got removed because of password issues. So what I saying is play the game but dont mess up or you get mad.",4
The game is decent but it constantly crashes.every 2 games the game crashes and if I rejoin the match I get a bug that won't allow me to hit someone and it's very anoying.,3
Seems like the more they mess with this game the glitcher it becomes. Snipers seem to shoot around corners. Getting killed when the other guy hadn't started firing. Shoot people and it doesn't register as impacts. I could go on and on. I stop given this game money for all this.plus more. Need to find a better game to waste my time with,1
"The new update ruined my stats, the new update is full of lagging, timeouts, and the errors like ""your team is settled down"", what the hell is going on... I didn't understand??? I am at 150 level, having around 12 characters and lots of guns with max level, after investing that much time with passion, what I get is just, frustration... I loved the game for so many years, from playstation to Cod mobile, but know I am very much disappointed...",5
"Desynchronization + pay to win make me to play apex against CODM I'm playing since S1, but now I hate those things. Developers focus only about money, they didn't optimize this game. Really sad 😔 Death of my favourite game",1
"devs destroyed this game lmfao edit: okay, the game is better rn, mx9 and holgae got nerfed, some bugs got deleted, new ranked system is also better than the old one. i hope new update wont destroy it again lmfao edit v2: damn, the game keeps getting even better with each season, i even can use guns that i like in ranked, which shows theres no broken weapons rn, thanks devs",5
This is one of the best FPS games out there but would love them to add slide and reload into the game because they have the ability to slide and reload would make it easier for other players because of when you slide and you tried to reload it just crushes and that's one of the functions that frustrates me the most !? @call of duty mobile,4
There's a very annoying bug since the last update that shuts all audio on the entire game when you play music from other apps. First I thought it must be something of my phone software but no it doesn't happen on other games or apps. And the biggest problem is when you're in the middle of a round and accidentally play some music and the entire game shuts all audio functions!,1
Been with since 2019 S1. Game has only gotten better! From graphics to customization! No major bugs if any. For best game experience and usage of all downloadable content I suggest playing from a higher end android or ios! And of course having a good source of Internet/WiFi connectivity! Ps. I don't think it's a pay to win game with a few exceptions! It really is all about having the features mentioned above and one's ability to play; which over time one can become a pretty decent player.,5
"This game was the best . You guys keep adding new classes and updates eating storage. Android users like me with 4GB ram used to enjoy high graphics, now I'm dealing with low graphics which really sucks. Take away ""Pumped"" and ""trapmaster"" classes. Bring back snowboards that move quick on land. Bring back more vehicles like helicopters into the Map. Make the settings easily available so 4GB ram devices can support high graphics like before. You can do it👍",2
There is a major touch issue in season 5 scope didn't open properly I mean if you tap scope button it didn't work you have to tap 3/4 time to open scope please fixe this issue,2
"Add an emote bundle (pocket friendly) Add the possiblity to individually buy legendary or mythic guns (after the current season is over/or after it's crate release). Add a game mode where we can use all 10 attachments or 5 attachments without any negative attributes. Remove the negative points in clan wars in case of less active players. Add double XP card / double xp game mode for every kill whether gunfight, lethals, operator skill or score streaks.(currently it's limited to weapon kills)",4
The game is very good. I've been playing it since the release but it keeps on crashing and my phone is not hot. And we need zombies 😩,5
"This games i really fun and i enjoy it, but there is only one problem. So in the daily login rewards, im now supposed to get the Special ops 5, but when i click claim nothing happens It also says i have claimed an emote and a red back 0ack, but its not in my inventory. Please help",3
I'm long time player of all call of duty games from Playstation to mobile I never seen so many players glitch in a game before until now. If you fix all the glitch then this game could get 5 stars but until that happens you just get 1 star. Why can't you fix all the glitch in the game.,1
Great game. honestly pleaseeeee just leave alcatraz on it full time I love the game mode and regular br just isn't as fun to me tank battle is okay and so are all the other ones but alcatraz is where the fun is and the map is better put together in my opinion,4
"Always giving the TIMEOUT ERROR on startup, support staff recommend reinstalling the game but don't consider that the game requires redownloading resources of 12 GB whether you reinstall or update the app. And it takes a whole night to reinstall or update the app & download all resources before playing a match in the game.",2
"It's a good game through. But some problems are much annoying. Such as auto-downloading resource, slow loading & matchmaking, connection problems, auto-graphics set and can't change or modify these settings too. Again my question is, Why the hell the game downloads extra 300/700mb file even after downloading 2.2gb from play store. I mean everything should be packed up in that size right? Also the game takes up about 3-5 gb storage space together. Fix these kindly!",3
There is a glitch Sometimesthe player doesn't shoot even when pressing the fire button and the bullet doesn't damage even when you are connecting. Network and all are good though,3
Hi In most of the phones receiving android 12 version and after updating the game is lagging even with full speed of good internet connection. Kindly check the bug and fix it team.,2
I love this game so much 💖but something happened to me I purchased the fourth season with ground forses but something happened that I found out that there are some players who took this season for free and I am very upset because I am a fan of Call of Duty Mobile and more than that I have downloaded the game since it was announced and sad that I paid a large amount and other players took it Free,5
"Played 2 years straight for atleast 6 hours a day. Updated my phone and my account was lost with no help from Activision, I have never played since. Has been 5 months now and I won't restart with new account again. Went back to PUBG at the moment until sorted.",1
"Call of duty is literally the best warfare game that i have ever played and trust me , it's worth the space . I love the graphics and how you get to customize and upgrade your equipment . One thing tho , i think there needs to be more maps added with bigger areas/spaces to move about but other than that , everything's great!",5
It's sloppy often the fire button doesn't work how your supposed to look an fire is beyond me and the easy setting just wastes ammo like I said it's sloppy,1
"I'm changing my review to 2 stars. Last couple of weeks experiences are just the worst. The server issues I am facing cannot be tolerable anymore. Everything works fine in the lobby, but once I enter the game, it doesn't load any other characters. The game just puts me in the middle of nowhere or sometimes up in the air then it's like I am running on an invisible treadmill. I cannot believe that I am starting to hate this game for the experience it's giving me. I really loved this game.",2
"Still a fun way to kill time, but the franchise has fallen a few notches. The influence of the operator skills on gameplay should be reserved for mid to upper level scorestreaks, with the fruity fantasy weapons eliminated altogether. More control should be afforded to the users as to who they're matched with, particularly by connection speed and geographical distance. The profanity ban needs to be lifted, or user settings created along with seperate lobbies for people with tender ears.",3
"The organizers of this game sacrifice you if you play for free to each player subscribed to their package.. Warning, this game is not free.. If you play for free, you will become an easy prey for each subscriber, even if your experiences and levels match them.",1
Yall really need to stop with all the taking more space for every update. Its ridiculous how much space this takes in your phone and every time they do an update there they go again taking up more space. Pretty much dont play unless you have a gaming phone on the side.,2
"I would like to give five Star but I see that this app would necessary a strong internet connection to be used, i think that is the default, this my point of view. And also I would have liked it to have a change in the weather for each of the Map, that is to say a sunny, rainy, snowy weather for example. This will make the game more realistic in order to promote a good immersion in the game.",3
I really like the game and all the guns seem pretty Balanced based on real life the only thing I would say they can do better is sometimes lag and I wish we could shoot while in cover (peaking) but for a Mobil game it is pretty good and I recommend it. Hope this helps!,5
ENOUGH WITH THE STUPID UPDATES THAT CHANGE COSTUMES! All it does is slow the game down the players gain nothing who cares if theres a new robocop avatar or something stupid like that if it ain't broke dont fix it people it shouldn't take 5 minutes to load the game this isn't a ps5,3
"You know this game is pretty nice. It has all the content from other COD titles (ex. gun skins, characters and character skins, maps etc.). It used to be very fun to play this game, but now IDK why but I lost my interest in it. I just can't seem to like it anymore. It doesn't make any sense, one day I was addicted to it and then the other I coudn't even play 2 matches other than me forcing myself to play it. It isn't only me; a lot of my friends also pointed this out and YouTubers too.",5
"Fun when I can play it. But it requires so many downloads anymore. And now it won't download the resources. It just freezes and says ""calculating resources to delete""",1
When ever i get into the game there is always some screwed update and my 2 of the email ids are blocked you have very shity team of beggers please make it clear that is this game can be played in emulators yes or no... if yes then which one if no then OK,1
crashes fix it or I'm deleting. Every time it crashes it counts as a loss stat. Never had a problem until the update.,1
"I don't know if any one else is having trouble with this, but y'all need to fix it to where the app doesn't randomly kick you out at any time.. I'm getting tired of it and it makes to where I can't even play. Please fix this ASAP!!!!!",5
This game is awesome and it has good graphics and its good to play with friends but some guns dont have alot of ammo but its still great wish they made a games like this all the time but sometimes it lags when i shoot someone it shoots but that person dies after a few seconds but i just cant wait to play in new seasons and new modes of br,4
"It's a great game and the graphics are great. I would give it a 5* except the devs are way too focused on P2W which means the matchmaking totally sucks. When using cell service glitches at the wrong times, causes battery to overheat and then crashes cell service.",1
"Amazing game and graphics, but honestly, if the ""data"" gets any bigger I'll have to quit playing, this game takes up more than half of one of my ipads, so I'll most likely uninstall. I'll keep it on my phone though. I do love playing with friends.",4
"This game will forever be a classic. The graphics are exceptional and the gameplay is smooth. However, the developers need to work on making the game updates less frequent for a better user experience.",3
"Everything is good in this game, 99% perfect, except the lag, iam using a device with 4gb ram 8 core 2ghz processor device ofc it's a low end device but the lags and stutter i face is high. I face heavy lag while engaging with enemy. Codm plz optimize the game as far as you guys can. If u do that my rating will be 5 star.",4
"This game is a great pass time at work and it itches my need to play zombies until i get a new xbox. However one thing i don't like is the controller option. The only way to use one is through wireless xbox or ps controller. Which is fine. But something like the razer kishi (or any other ""plug in"" conttoller) which is physically connected to my phone isn't compatible. Personally that doesn't make sense and hopefully the developers will consider letting us use controllers plug into your phone!",4
This is one of the best Mobile shooter games on the market not only does it have lots of players but it is available on both android and ios. The only downfall is its storage but with the content graphics and playstyle it is the perfect game for mobile fps. Other than Garena Free fire and PUBG mobile this has more updates and better gameplay this should be a more fun experience plus all of the creators has some surprises coming soon. Since this app did so well they are releasing Warzone Mobile.,5
"This update, I don't know why it is just not letting me enter the game it is always loading with the caption ""checking version info"" And nothing happens it is just struck there forever if any of the game dev is seeing this please fix the problem I would like to play the game again",1
"The game takes A LOT of storage, and it lags TOO MUCH, but those are the only things. Besides that, I love it 😋 I recommend it if u have extra storage.",4
"The game is fun but lots of us miss the classic zombies, and a campaign would be awesome. The game would be ALOT better.",1
"Worst experience now I'm not able to even open the game, even my internet is at good speed. It's showing again and again same error for past 3 days.",1
"I absolutely love this game. When I have free time, I play it right away. However, I've seen some players float. They literally jump and jump again; it makes it look like their flying. I'm not sure if it's hackers or a glitch in the game. I still enjoy playing the game even though I keep having many losses :')",3
Best game to connect and play with friends and this game is better than free fire 🔥. But wish It uses mb instead of gb because it is taking too much of storage in my phone .,4
This game requires you update and redownload so dang often. It happens probably every other week. Alot of phones can't handle the amount of space it needs to keep up with all the updates.,3
"Ranked matches it matters about ping only if a guy is getting a first shot on a low pinger still the low pinger will win. And codm is there a new feature called first kill wins??Like wth r u doing bruh, u mean in a hardpoint match our score will literally just stay stuck on 15 and the opponent's team is skyrocketing to 150. In the end if u total the enemy's kills and urs u can just find the huge difference. Could u please whts all this codm. I don't hate the game but ur making me dislike it 😔.",1
Season 2 update thinks my Xbox controller is p/s and the scores aren't adding up correctly. Game is great though keep up the great work,5
"This game is not made for low end devices. To play this game, u need at most 6GB RAM to have fun otherwise lags, overheating etc... and a lot of storage. And you know the reasoning. Daily update, season change updates etc. I'm not saying it's a bad game..it's a very good game I like it very much but the only problem is that it's not for low end devices. That's the saddest part I feel. I hope CoDM community can fix this problem.",4
"Authorisation error, goes to some random screen that is only accessible via WiFi even when you've got screaming 5G... Bloody frustrating ☹️",1
"Ok to waste time but don't waste money. Paid gold weapons are op. Why can't i remove the notifications in br, i don't care who killed who especially if it's right in the middle of my screen and in the way(laughably bad design).",1
I have a top rating and recently it has gotten to where I can shoot players tens of times without killing them and I am killed with 2shots...there are obviously people cheating and they do not monitor it!!!,2
"Great game.. but last update has made it really easy and im getting close to uninstalling due to boredom. Every match i get into, ranked or not, is filled with bots! Feels like the same match over and over and over again.",4
"Fully supported the game, until I lost rank after the games updated, went from master to elite after earning the rank of master. Kinda pissed about tried contact through game with no luck, prompts that don't answer anything. I really want rank back but of course they'll make me earn it again, changing 5 stars to 1",1
Actually fun for the most part. Lots of bots tho? It's weird. Works with Xbox controllers but not things like razer kishi. The lack of controller support is the big downside. I just got this to repurpose my old phone and COD is a big L. Please fix this.,2
"BR BLACKOUT is the absolute best. I do have a major bug bear that has not been resolved. I lost my Original profile, moving to a new device and have not been able to get it back, even though I followed the precise steps to link my game to my blizzard account. I have since lost all avatars, weapons, etc including alot of money on in-game purchases. I followed all the help suggestions to restore my original profile, with Zero luck, Please help!",5
"Very good game, but there's a problem. It's too lagy sometimes, I think intead of getting new stuff out, y'all should optimize your game. Cheers!",3
"The latest update is not able to authenticate my account through Facebook. Deleted the update and retried it, still the same problem.",1
"Love this game. But scoring system is bad. 1) In domination, the player should be pointed on the basis of how much he/she holds the point. Yet the MVP goes to people who are making kills like it's a TDM. 2)Even in TDM where we win because of kills, yet the MvP goes to the player with most 'normal kills'.......I mean I just scored 70 people(kills) and the guy with the 36 kills gets the MvP? Thanks for removing S&D from ranked matches, though!🙌🏻",4
I changed my 5 star rating from 2020 to 3 star now. These updates and downloads are getting ridiculous! In the past 5 days I've had to download updates every day. Figure it out before you send out the updates!,3
It's been almost a year and I haven't been able to play at all. Screen keeps saying loading timeout and I'm stuck at 10ms ping. There has been no help at all with this issue.,1
"Extraordinary, game resembles system games like a mirror. I dont really do missions i just try to destroy, enemies. Lol highly recommend 👌 👏 thanks for your time.",4
"The game itself it great, but I got a issue. I downloaded the HD resource package and restarted the game only to find that there was no options to change the graphics in game.",5
"Fun, but if you care about cosmetics you'll end up spending quite a bit. I myself just buy season passes, as everything else is kind of overpriced.",4
Great game but I think it's unfair that those who can't afford the battle passes still lose out on great in game merch I been playing for a while an in my opinion i think there should be more or better ways to be able to get stuff in game,5
"Seriously, fix whatever algorithm that generates the map choice! I have to download gigabytes of data to play the same maps repeatedly!!! BORING",1
"I don't know why the game isn't starting 😕 after the Update,I've even reinstalled it and I think Call of duty should fix this bug.",1
Good game and no problems updates coming every month is just crazy and skins and controls are awesome.also is very competitive but the reason I took one star was because you need a good device or your game will lag.,4
"When I play battle royale mode the screen goes black in middle of the game. I'm using a device with Snapdragon 732G chipset, 6GB RAM and 128 Storage. The black screen issue is so annoying otherwise the game is really awesome EDIT: The screen blackout issue was resolved after the update for the next season. The game is stable now",5
"Damn the Devs have made the game so smooth (compared to S8 '21). Also, the graphics are crisper and beautiful (for br) and absolutely no desync issues. Works perfectly fine On a 4gb or 8gb ram device on low graphics. Tbh, the game is trying to get itself and the players back on the board. Should definitely Reinstall if you have removed it from your mobile.",5
"The best ever game, graphics quality, user interface, audio, weapons are just awesome .. It is definitely preferred over PubG",5
I've been banned twice for hacking. I have never hacked. They can't even tell me why I was banned. Just a rigorous process that they have no idea what it is. They sent a link telling me to read it. I read it and I did nothing of the sort. Really disappointed. I would rate zero if I could. Don't waste your time or money cause you could lose it all.,1
"It's a very nice and challenging game, representing the franchise. But I strongly recommend a solution for the Ping problem in many african countries, many (if not all) african players have a very bad experience in online gaming, specially in shooting games. I think solving this problem would increase exponentially the gaming community in these countries, because it would atract many gamers that are very good but doesn't play online games due to the high ping that they have in their countries.",4
